code (Eng);subcode (Eng);code (fr);sous-code (fr);code #;subcode #;subsubcode #;short;court;ref#;jpg;video;date;comment;English;français;core;Toro Tegu (Toupere, JH);Ben Tey (Beni, JH);Bankan-Tey (Walo, JH);Nanga (Anda, JH);Donno So;Jamsay (alphabet);Jamsay (Douentza area, JH);Perge Tegu (Pergué, JH);Gourou (Kiri, JH);Jamsay (Mondoro, JH);Togo-Kan (Koporo-pen, JH with BT);Yorno So (Yendouma, JH);Tomo Kan (Segue);Tomo Kan (Diangassagou);Tommo-So (JH);Tommo-So (Tongo Tongo, LM);Dogul Dom (Kundialang, JH);Dogul Dom (Bendiely & Kundialang, BC);Tebul Ure (JH);Yanda Dom (Yanda, JH);Najamba (Kubewel-Adia, JH);Tiranige;Mombo (Songho, KP);Ampari (Nando, KP);Bunoge (Boudou);Penange (Pinia);@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;bracelet type;bijoux;sorte de bracelet;20;2;7;bracelet;bracelet;01349;;;old;;bracelet with square ornament (silver or other metal);bracelet à ornement carré (en argent ou autre métal);TD;;;;;;;;;;;;;;;;pa?nnu? bi?ru?, wa?re?-y ta?a?ba?lu?;;;;;[nu?ma?-[sa?ga?-?go?]]-ta?:ba?l;bo?w?-be?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;bracelet type;bijoux;sorte de bracelet;20;2;8;bracelet;bracelet;01350;yes;;old;;thin bead bracelets (several worn together);bracelets minces à perles (on porte plusieurs ensemble);TD;;na?:-[du?w??-yi?:];;du?ga?-nja? na?:-pa?gi?, na?: du?ga?-nja?;;;;nu?w?o?-du?g??-i?:?;;;nu?m??-di????:;n??y?-[du?g??-y?];;;;nu?m?? du?g??-y?;;;;nu?ma?-du?go?y;;ki?le?;ki?:?gu? ????g??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;elbow-ring;bijoux;anneau de coude;20;3;1;elbow-ring;anneau de coude;01351;;;old;;elbow-ring (stone or metal);anneau de coude (en pierre ou en métal);3;;;na?:-be?re?;;nu?m??-su??;;;;;;;;;;;ma?ga? t??mb??;;;;nu?ma?-be?le?;;ba?y (house, tree, village);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;elbow-ring;bijoux;anneau de coude;20;3;2;elbow-ring;anneau de coude;01352;;;old;;elbow-ring (any type, worn just above elbow);anneau de coude (porté au-dessus du coude);1;;ba?:go?l;na?:-du?wa?;;;;;nu?w?o?-ki?ri?;;;;n??y?-ba?ga?;;;;ma?ga? t??mb??;;;;;;bi?ni? (animal, person, rock);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;elbow-ring;bijoux;anneau de coude;20;3;3;elbow-ring;anneau de coude;01353;yes;;old;;bronze elbow-ring with ridge (worn just above elbow);anneau de coude en bronze avec arête (porté juste au-dessus du coude);TD;k??:ba?;;;xxx;;k?b?;k??:b??;;;;;;;;;i?n?? ma?ga? t??mb??;;;;;;ba?y-ndo?-;n??: gu?ba? bu?nu?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;elbow-ring;bijoux;anneau de coude;20;3;4;elbow-ring;anneau de coude;01354;yes;;old;;bronze elbow-ring with circular cross-section;anneau de coude à cironférence ronde;TD;[l?? ku?mno?] te?:?su?;;;;;pipay?s?l;[pi?-pa?y?]-s??l;;;;;;;;;s??nj??;;;;;;ba?y-nda?-m(u?);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;elbow-ring;bijoux;anneau de coude;20;3;5;elbow-ring;anneau de coude;01355;yes;;old;;two-piece elbow-ring set (one ridged, one round) worn above elbow;ensemble de deux anneaux (dont un avec arête, l'autre arrondi) portés au-dessus du coude;TD;;;;pa?-pa?y?;;k?b?pipay?;k??:b??? pi?-pa?y??;;;;;;;;;nu?m?? me?nnu?, me?nnu? ba?nu?;;;;;;ba?y-ndo?-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;elbow-ring;bijoux;anneau de coude;20;3;6;elbow-ring;anneau de coude;01356;;;old;;man's stone elbow-ring;anneau de coude pour homme en pierre;TD;;;ma?ka?la?;;;;;;;;;;;;;ma?ga? t??mb??;;;;;;ba?y, bi?ni?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;elbow-ring;bijoux;anneau de coude;20;3;7;elbow-ring;anneau de coude;01357;yes;;old;;stone elbow-ring with ridge;anneau de coude en pierre avec arête;TD;;ma?ka?-d??m?? ~ ma?ga?-d??m??;;ma?ga?-d??mb??;;;xxx;;;;;;;;;ma?ga? t??mb??;;;;;;we?ni?-be? (Ningo);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;elbow-ring;bijoux;anneau de coude;20;3;8;elbow-ring;annean de coude;01358;yes;;old;;stone arm-ring or elbow-ring of circular cross-section;anneau de bras ou de coude rond en pierre;TD;[l??-be?re?]-tu?wo?;;;;;;;;;;;;;;;ma?ga? t??mb??;;;;;;we?ni?-we? (Boui);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;elbow-ring;bijoux;anneau de coude;20;3;9;elbow-ring;annean de coude;01359;yes;;old;;wood elbowrings worn as a set above elbow;anneaux de coude en bois portés comme ensemble au-dessus du coude;TD;l??-be?re?;;;ma?ga?-d??mb??;;;;;;;;;;;;;;;;;;we?n-do?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;armband;bijoux;bandeau de bras;20;4;1;armband;bandeau;01360;yes;;old;;Hausa-style bead armband worn above elbow;bandeau en perles de style haoussa porté au-dessus du coude;2;l?? du?g??;na?:-te??gi?:;;xxx;;hawsanumobere;ha?wsa?-[nu?mo?-be?re?];;;;nu?m??-di????:;;;;;nu?m?? ma?da?;;;;;be?la? sa?ga?-?go?\\sa?g??;we?n-do?-m(u?);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;necklace;bijoux;collier;20;5;1;necklace;collier;01361;;;old;;necklace;collier;1;du?g??;k??r?? du?w??;k??r??-du?wa?;du?ga?-n?ja?;du?g??y;dug?,k?r?dug?;du?g??, k??r??-du?g??;du?g??-i?:?, du?g??-i?:?-k??r??;du?g??;;k??r??-di????:;du?g??-y?, du?g??;ji?ge??, k??l??-ji?ge??;xxx;;du?g??;du?g-??:g;du?ge?e?gu?;du?ga?-i?y??;k??l??-du?g??y, k??l??-du?ga?;du?ga?:\\du?g??:;bi?ndo?-m(u?);ki?:?gu?;;k??ll??;pa?rye?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;necklace;bijoux;collier;20;5;2;necklace;collier;01362;yes;;old;;necklace (chain);collier (chaîne);3;s??s??r?i?;;s??s??n;s??:r???, k??r??-s??:r???, s??:r???-k??r??;;;;se?-se??e?r?e?m;;;k??r??-s??:nu?;s??:r??;;;;s??l??;;;;k??l??-se?la?;s?????l??-?go?\\s?????l??;ya?la?;se?le??ge?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;necklace;bijoux;collier;20;5;3;necklace;collier;01363;;;old;;necklace jewel;bijou de collier;3;??r?a? ti?la?;;;;;;;;;;di????:-i?:?;;;;;;;;;;;ya?la?-ndo?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;necklace type;bijoux;sorte de collier;20;6;1;necklace (traditional);collier (traditionnel);01364;yes;;old;;large necklace jewel (circular, white);gros ornement de collier (en forme de cercle, blanc);TD;k??l?? j??:j??;ma?ka?-d??m?? ~ ma?ga?-d??m??;;ki?r?a? pi?ri?;;;c??:ru?-[pi?r?-i?:?];;;;;;;;;;;;;;;ya?la?-nda?-m(u?);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;01365;;;;;[deleted, see 01375];supprimé, voir 01375];del;;;;;;;;;;;;;;;;;;;;;;ga?ya?nde? (Ningo);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;necklace type;bijoux;sorte de collier;20;6;3;quatrefoil;quatre-feuilles;01366;;;old;;quatrefoil necklace jewel;bijou de collier à quatre feuilles;TD;;;ko?lo?ni?;;;;;;;;;;;;;;;;;;;ja?la?nde? (Ningo);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;necklace type;bijoux;sorte de collier;20;6;4;necklace (traditional);collier (traditionnel);01367;;;old;;tight-fitting necklace type (with three colors);collier serré (à trois couleurs);TD;;;;;;k?r?dayt?n;k??r??-da?y-t??:n;;;;;;;;;;;;;;;ta??gi?le?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;necklace type;bijoux;sorte de collier;20;6;5;necklace (traditional);collier (traditionnel);01368;yes;;old;;loose necklace made of black rubber worn by girls;collier lâche fabriqué à base de caoutchouc noir porté par les filles;TD;;;ko?:fi?;du?ga?-nja? k??bi?, du?ga?-nja? k??pi?;;;;du?g??-i?:? je?m;;;;xxx;;;;ma?na? g??m, ma?na? du?g??, ??nd??ku?m??;;;;ma?na? je?m??;;ta??gi?le?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;necklace type;bijoux;sorte de collier;20;6;6;necklace (traditional);collier (traditionnel);01369;yes;;old;;necklace made with doum-palm nuts;collier à base de noix de doum;TD;;;;ko??gi?ri?-nja? du?ga?-nja?;;;;ku?r-i?:?;;;;;;;;ma?ga?a? du?g??-y?;;;;n??ma?-du?g??y;;ya?la?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;modern necklace;bijoux;collier moderne;20;7;1;necklace (modern);collier (moderne);01370;;;old;;modern bead necklace (any type);collier moderne en perles (toute sorte);TD;;;k??r?? du?wa?;;;;;;;;;du?g??-y?, du?g??;;;;du?g?? u?si?-y?;;;;;;nda?: ya?la?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;modern necklace;bijoux;collier moderne;20;7;2;necklace (modern);collier (moderne);01371;yes;;old;;modern necklace (long red beads, with or without a few yellow segments);collier moderne (longues perles rouges avec ou sans quelques petites perles jaunes);TD;;a?ma?-ka?r?u?;a?ma?-ka?n;a?mba?-ka?r?i?;;amakan;a?ma?-ka?n;;;;;;;;;du?g?? a?mba? ka?ni?-y?;;;;a?mba?-ka?r?i?:;;ya?la?-ndo?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;modern necklace;bijoux;collier moderne;20;7;3;necklace (modern);collier (moderne);01372;yes;;old;;modern necklace (yellow, with one round red ornament at bottom);collier moderne (jaune, avec une boulette rouge au bout);TD;;??nj??-c??wr??;c??wr??-yi?:;k??wr??-nja?;;c?r?w?i?;c??r??w??-i?:?;;;;;;;;;du?g??y pu?ri?-y?;;;;je?n ko?:;;te?mbe?;ki??gu? pu?ru?pu?na?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;modern necklace;bijoux;collier moderne;20;7;4;necklace (modern);collier (moderne);01373;yes;;old;;modern necklace with cubic red plastic beads;collier moderne à perles cubiques rouges en plastique;TD;;?a?:j?? di?m?? ja?ri?y??;;du?ga?-nja? ku?ndu?ri?;;;;du?g??-a?rmu?r?o?;;;;;;;;du?g??-y na?bu?;;;;[?a?:j??-di?m??]-za?y-ya?;;de??i? (Ningo);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;modern necklace;bijoux;collier moderne;20;7;5;necklace (modern);collier (moderne);01374;;;old;;modern necklace type (dark red, segments all around neck);sorte de collier moderne (rouge foncé, à segments tout autour du cou);TD;;?a?:j?? di?m?? ja?ri?y??;;;;;xxx;;;;;;;;;du?g??-y na?bu?;;;;;;de??i?-be? (Ningo);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;modern necklace;bijoux;collier moderne;20;7;6;necklace (modern);collier (moderne);01375;yes;;old;;necklace ornament in the form of a disk, often red, of carnelian or similar stone, worn against the throat;ornement de collier en forme d'un disque, souvent rouge, de cornaline ou d'une pierre pareille, porté contre la gorge;TD;;k??r??-da??gu?;;k??r??-da??;;;xxx;;;;;[ku?-k??l??]-da??u?;;;;??d?? da??u?, k??-k??l?? da??u?;;;;;;de??i?-we? (Boui);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;modern necklace;bijoux;collier moderne;20;7;7;necklace (modern);collier (moderne);01376;yes;;old;;necklace with flat disks of carnelian or similar stone, often red (expensive);collier à disques plats de cornaline ou d'une pierre pareille, souvent rouge (cher);TD;du?g?? na??;?a?:j?? di?m??;ta?pa?y wa?yla?;?a?:njo? di?m??, di?m?? ?a?:njo?;;?aj?dugo;?a?:j??-du?g??;k??r??-da??;;;k??r??-wa?lga?;?a?:?u? di?m??;;;;ka?ba?ra?, ?a?a?j??-di?m??, k??m?? k??n??;;;;?a?:j??-di?m??;;de??i?-ndo?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;modern necklace;bijoux;collier moderne;20;7;8;necklace (modern);collier (moderne);01377;yes;;old;;modern necklace (three thin amber-like beads);collier moderne (trois perles mincent qui ressemblent à l'ambre);TD;;;;du?ga?-nja? si?ri?di?, du?ga?-nja? si?ri?ti?;;;;;;;;;;;;;;;;;;ni?mi?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;modern necklace;bijoux;collier moderne;20;7;9;necklace (modern);collier (moderne);01378;yes;;old;;modern necklace with large orange balls;collier moderne à grosse boules orange;TD;;;;ma?r?a? du?ga?-nja?;;;;;;;;;;;;m????n??, du?g??y ka?mbe?-y?;;;;ma?na?-te??;;ni?mi?-ndo?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;modern necklace;bijoux;collier moderne;20;7;10;necklace (modern);collier (moderne);01379;yes;;old;;modern necklace (blue);collier moderne (bleu);TD;du?g?? la?w;ya?-w??ri?:;;ya?:-w??ri?:;;;xxx;;;;;;;;;do?nju?lu?, do?nju?lu? du?g??-y?;;;;;;ni?mi?-ndo?-m(u?);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;modern necklace;bijoux;collier moderne;20;7;11;necklace (modern);collier (moderne);01380;yes;;old;;modern necklace (plastic beads in form of double cone, three colors);collier moderne (parles en plastique, en forme de cône double, trois couleurs);TD;;do?lo?ro?;;t??m??d??r??-ga?:r?? du?ma?-nja?;;;xxx;;;;;;;;;ga?gi?ra? du?g??-y?;;;;;;ga?la?nde? (Ningo, 'spaciousness';;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;modern necklace;bijoux;collier moderne;20;7;12;necklace (modern);collier (moderne);01381;yes;;old;;"""cow udder"" necklace with beads";collier « pis de vache » en perles de plastique;TD;;na?:-i?ru?;k??l??mp??;na??a?-u?ri?;;;xxx;na??a?-??m;;;;;;;;k??l??-gu?;;;;;;bi?ni?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;modern necklace;bijoux;collier moderne;20;7;13;necklace (modern);collier (moderne);01382;yes;;old;;cat's-eye necklace (modern, with green beads in cat's-eye shape);collier « yeux de chat » (moderne, à perles vertes en forme des yeux de chat);TD;;[ni?-ni?w???]-ji?re?;;do?ndi?ye?-gi?re?;;;xxx;ni?ni?w???-gi?re?;;;;;;;;ga?mma? gi?re?;;;;;;bi?n-do?;ga?:w?e?: gi?ri?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;modern necklace;bijoux;collier moderne;20;7;14;necklace (modern);collier (moderne);01383;yes;;old;;"""watermelonseed"" necklace (modern, with flat beads shaped like watermelon seeds)";collier « pépins » (moderne, à perles en forme de grains de pastèque);TD;;ka?na?r?a?y?-yi?:;;p??t??-p??t??;;;xxx;ka?r?i?y?a?-i?:?;;;;;;;;j??g??-y?;;;;;;bi?n-do?-m(u?);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;shell necklace;bijoux;collier à coquilles;20;8;1;necklace (shells);collier (coquilles);01384;yes;;old;;necklace with several fairly large seashell-like plastic beads;collier à plusieurs perles assez grosses en plastique en forme de coquilles de mer;TD;ko?di?-sa?kke?;???m??-k??n??;du?wa? za?ra?w;s??g??yba?;;;xxx;;;;;;;;;;;;;;;pi?ndi?-bi?ni?;j??g??j??r??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;shell necklace;bijoux;collier à coquilles;20;8;2;necklace (shells);collier (coquilles);01385;yes;;old;;shell cluster worn on the nape, tied to the back of a necklace;grappe de coquilles portée à la nuque, attachée à un collier;TD;;[ci?-c??:]-tu??go?y;k??-k??:;k??-k??: tu?njo?;;;xxx;;;;;;;;;ga?nna? ko?o?lo?;;;;;;nda?-ye?: bi?ni?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;shell necklace;bijoux;collier à coquilles;20;8;3;necklace (shells);collier (coquilles);01386;yes;;old;;necklace of tiny shells strung together;collier à coquilles minuscules enfilées;TD;;[ci?-c??:]-[du?w??-yi?:];;;;;xxx;;;;;ga?:na?-[ko?li?-y?];;;;ga?nna? ko?o?lo?;;;;;;pi?le?-sa?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;yarn necklace;bijoux;collier en coton;20;9;1;necklace (yarn);collier (gros fil);01387;get;;old;;small yarn necklace;petit collier en gros fil de coton;3;;;;;;amaw?r?i?;a?ma?-w??:r?-i?:?;;;;;;;;;a?lle? g??m;;;;;;ya??ga?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;back necklace;bijoux;collier de dos;20;10;1;attach, pin;attacher;01388;;;old;;attach, pin (silver coins) to a necklace over the nape;attacher des pièces en argent-métal à un collier sur la nuque;3;;da??;;da??i?yi?;;da;da?:;da??ga?;;da?: (attach one coin);;;;;;du?gi?-y??;;;;;da??gi?;ya??ga?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;back necklace;bijoux;collier de dos;20;10;2;attach;attacher;01389;;;old;;attachment to necklace worn over the nape (coins, red disks, etc.);ornement de collier porté sur la nuque (monnaies, disques rouges, etc.);3;;;k??r??-da??gu?;;;;;;;;;;;;;o?nnu? wa?re?-y, o?nnu? du?g??-y;;;;;[m??:-ba?ndi?] da??g-a?:\\da??g-??:;ya??go?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;back necklace;bijoux;collier de dos;20;10;3;attach;attacher;01390;;;old;;attach red ornaments to a necklace over the throat;attacher des ornements rouges à un collier sur la gorge;3;;da??;;da??i?yi?;;da;da?:;da??ga?;;;;da??a?;;;;da??i?-y??;;;;;da??gi?;m???j?i?-we?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;back necklace;bijoux;collier de dos;20;10;4;coins;monnaie;01391;yes;;old;;silver coins as jewelry on a tight necklace against the front and/or back of a woman's neck;pièces de monnaie en argent dans un collier étroit contre le devant et/ou le derrière du cou;3;;;;k??r??-da??;;;;bu?:du?-i?:n??m;;;;;;;;??d?? da??u?, wa?re?-y da??u?;;;;;;m???i?-ndo?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;back necklace;bijoux;collier de dos;20;10;5;necklace (on back);collier (au dos);01392;;;old;;necklace with ornaments on both back and front;collier aux ornements devant et derrière;TD;;;;;;c?rupiruwa;c??:ru?-pi?ru? wa?:;;;;;;;;;??d?? da??u?;;;;;;m???i?-ndo?-m(u?);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;back necklace;bijoux;collier de dos;20;10;6;necklace (on back);collier (au dos);01393;;;old;;necklace with bouncing decoration hanging on back rather than chest;collier à ornement bondissant au dos;TD;;;;;;gunc?n?jay;[gu?n-c??n??]-ja?y;;;;;;;;;du?ru?mba?a?na? da??u?;;;;;;ko?w?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;headband;bijoux;bandeau de tête;20;11;1;headband;bande;01394;;;old;;headband;bandeau de tête;2;sa?se?y;;p??ti?l??;;;;;;;;;;;xxx;;ku?u? du?g??-y?, ku?u? do?mmu?;;;;;;bo?ndo?;mu?s??r??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;headband type;bijoux;sorte de bandeau de tête;20;12;1;clasp;fermoir;01395;yes;;old;;bronze clasp used in women's hairdoes;ornement en forme de fermoir utilisé dans les coiffures de femmes;3;;;si?la?ni?;;;;;;;;;;;;;;;;;;;bo?ndo?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;headband type;bijoux;sorte de bandeau de tête;20;12;2;headband;bande;01396;yes;;old;;headband with strings of tiny beads;bandeau de tête en fils de petites perles;TD;;ku?:-jo?gu?ya?;;[du?ga?-nja?]-d??mb??;;domot?n;do?mo?-t??:n;;;;;;;;;;;;;;;mu?ro?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;headband type;bijoux;sorte de bandeau de tête;20;12;3;headband;bande;01397;;;old;;woman's headband with three colors;bandeau de tête à trois couleurs;TD;;;;;;somb?n?c?ju;so?m-b??:n??-c??j-u?;;;;;;;;;;;;;;;mu?ru?-go?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;headband type;bijoux;sorte de bandeau de tête;20;12;4;headband;bande;01398;yes;;old;;woman's bead headband (red, white, and black);bandeau de tête de femme en perles modernes (rouge, blanc, et noir);TD;;;ba?jje?l;;;;xxx;;;;;;;;;;;;;;;mu?ro?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;headband type;bijoux;sorte de bandeau de tête;20;12;5;headband;bande;01399;yes;;old;;woman's bead headband (white, with small black areas);bandeau de tête de femme en perles modernes (blanc, avec de petites parties noires);TD;;;du?wa? pi?nd??;;;;xxx;;;;;;;;;;;;;;;mu?ru?-go?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;headband type;bijoux;sorte de bandeau de tête;20;12;6;headband;bande;01400;yes;;old;;woman's bead headband (yellow);bandeau de tête de femme en perles modernes (jaune);TD;;;du?wa? pu?su?m??:;;;;xxx;;;;;;;;;;;;;;;ko?w?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;headband type;bijoux;sorte de bandeau de tête;20;12;7;headband;bande;01401;yes;;old;;woman's bead headband (red and green);bandeau de tête de femme en perles modernes (rouge et vert);TD;;;p??ti?l?? ba?mba?;;;;xxx;;;;;;;;;;;;;;;t??:mb?? go?-m(u?);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;headband type;bijoux;sorte de bandeau de tête;20;12;8;headband;bande;01402;get;;old;;old-fashioned bronze headband;bandeau de tête en bronze de type ancien;TD;ku?-t??w;;;;;;;;;;;;;;;;;;;;;t??:mb??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;headband type;bijoux;sorte de bandeau de tête;20;12;9;headband;bande;01403;get;;old;;headband in bell dance;bandeau de tête dans la danse à la cloche;TD;t?????l??;;;;;;;;;;;;;;;;;;;;;de?n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;earring;bijoux;boucle d'oreille;20;13;1;earring;boucle;01404;yes;;old;;earring;boucle d'oreille;1;su?gu?ru? li?sa?;su?:r?u? bu?ku?li?:;su?n-?i?r?e?y, su?n ji?:di?;su??u?r?u?-[ge?re?-ga?ra?];bu?gu?lu?;bukulu,sunbukulu;bu?ku?lu?, su?n-bu?ku?lu?;su??u?r?u?-ge?lge?;su??u?n gi?du?;;su?gu?ru?-je?:le?;je?le?-ja?la?;su?gu?-ji?ge??;xxx;;su?gu?lu? je?le?-y?;bu?gu?l;ka??e?;su?r?o?-[m??nd-i?y??];su?n-ze?re?ge?;su?n-[sa?ga?-?go?]\\-sa?g??;de?ni?;su?gu?le? tu?le?;;;bu?kku?l;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;earring;bijoux;boucle d'oreille;20;13;2;earring;boucle;01405;;;old;;earring (modern);boucle d'oreille (moderne);3;;su?:r?u? je?li?ge?;;;;;;;;;;;;;;su?gu?lu? je?le?-y?;;ka??e?;;;bu?:ku?l;de?w?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;earring;bijoux;boucle d'oreille;20;13;3;earring;boucle;01406;get;;old;;small earrings worn on side of ear above a large earring (worn by young women);petites boucles d'oreille portées au flanc de l'oreille au-dessus d'une grosse boucle (portées par les jeunes femmes);3;ja?:ka?:;ja?:ka?:;xxx;ja?:ka?;;jaka;ja?:ka?:;ja?:ka?:;;;;xxx;;;;;;;;;ja?:ka?:;d??ni? (Ningo);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;earring type;bijoux;sorte de boucle d'oreille;20;14;1;earring;boucle;01407;get;;old;;earring of light-colored metal;boucle d'oreille en métal blanchâtre;TD;;su?:r?u?-m??:ni?:;;a?ra?ta?, a?ra?da?, su??u?r?u? a?ra?da?;;sunm?ni?;su?n-m??:n-i?:?;;;;;;;;;su?gu?lu? na?li?y??;;;;;;d??ni? (Ningo);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;earring type;bijoux;sorte de boucle d'oreille;20;14;2;earring;boucle;01408;get;;old;;simple circular earring in red metals;boucle d'oreille simple en forme de cercle, en métal rouge;TD;;su?:r?u?-m??:ni?: ba?r?a?-w?;;;;;;;;;;su?gu?ru?-[m??ni?-y??];;;;su?gu?lu? m??nni?;;;;;;de?n to?:ma?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;earring type;bijoux;sorte de boucle d'oreille;20;14;3;earring;boucle;01409;get;;old;;simple circular earring in light-colored metals;boucle d'oreille simple en forme de cercle, en métal blanc;TD;;su?:r?u?-m??:ni?: pi?l??;bu?:ku?l;su??u?r?i?-ko?bo?-ko?bo?;;;;;;;;;;;;su?gu?lu? na?li?y??;;;;;;de?w? to?:ma?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;earring type;bijoux;sorte de boucle d'oreille;20;14;4;earring;boucle;01410;get;;old;;relatively thick circular earring in metal;boucle d'oreille relativement épaisse en métal;TD;;;mu?su?-ku?ru?;;;;;;;;;;;;;;;;;;;de?w? ni?:?ga?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;earring type;bijoux;sorte de boucle d'oreille;20;14;5;earring;boucle;01411;get;;old;;large earring of cheap metal xxx;grosse boucle d'oreille en métal simple xxx;x;;;;;;dipilo?go;di?pi?lo??go? xxx;;;;;;;;;;;;;;;de?n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
